"","Gruppe","Bewertet","Geraten_Exemplar","Geraten_Kurz","Belebtheit","Art","Groesse","Exemplar","Kurz","Spricht","Runde_Durchgang","Exemplar_Korrekt","Gruppe_Korrekt","Geraten_Belebtheit","Belebtheit_Korrekt","Geraten_Art","Art_Korrekt","Geraten_Groesse","Groesse_Korrekt"
"310","l","l3_w_21","Spatz","BVK","Belebt","Saeugetier","Klein","Aeffchen","BSK","l1_w_20","01_12",0,0,"Belebt",1,"Vogel",0,"Klein",1
"311","m","m2_w_19","Kaninchen","BSK","Belebt","Saeugetier","Klein","Kaninchen","BSK","m1_w_18","01_12",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"312","m","m3_w_18","Aeffchen","BSK","Belebt","Saeugetier","Klein","Kaninchen","BSK","m1_w_18","01_12",0,1,"Belebt",1,"Saeugetier",1,"Klein",1
"313","a","a1_m_31","Dompfaff","BVK","Belebt","Saeugetier","Gross","Elefant","BSG","a2_w_26","02_01",0,0,"Belebt",1,"Vogel",0,"Klein",0
"314","a","a3_m_22","Dompfaff","BVK","Belebt","Saeugetier","Gross","Elefant","BSG","a2_w_26","02_01",0,0,"Belebt",1,"Vogel",0,"Klein",0
"315","b","b1_w_20","Komodowaran","BRG","Belebt","Reptil","Gross","Komodowaran","BRG","b2_m_27","02_01",1,1,"Belebt",1,"Reptil",1,"Gross",1
"316","b","b3_w_20","Elefant","BSG","Belebt","Reptil","Gross","Komodowaran","BRG","b2_m_27","02_01",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"317","c","c1_w_41","Industriebackofen","UGG","Belebt","Reptil","Gross","Krokodil","BRG","c2_w_20","02_01",0,0,"Unbelebt",0,"Geraet",0,"Gross",1
"318","c","c3_w_31","Industriebackofen","UGG","Belebt","Reptil","Gross","Krokodil","BRG","c2_w_20","02_01",0,0,"Unbelebt",0,"Geraet",0,"Gross",1
"319","d","d1_w_24","Schildkroete","BRK","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","d2_w_32","02_01",0,0,"Belebt",0,"Reptil",0,"Klein",1
"320","d","d3_w_24","Buerodrucker","UGG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","d2_w_32","02_01",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"321","e","e1_w_24","SUV","UFG","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","e2_w_25","02_01",0,0,"Unbelebt",1,"Fahrzeug",1,"Gross",0
"322","e","e3_w_22","Grosser Bagger","UFG","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","e2_w_25","02_01",0,0,"Unbelebt",1,"Fahrzeug",1,"Gross",0
"323","f","f1_w_20","Buerodrucker","UGG","Unbelebt","Geraet","Gross","Buerodrucker","UGG","f2_m_38","02_01",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"324","f","f3_w_24","Buerodrucker","UGG","Unbelebt","Geraet","Gross","Buerodrucker","UGG","f2_m_38","02_01",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"325","g","g1_w_27","SUV","UFG","Belebt","Vogel","Gross","Kondor","BVG","g2_w_25","02_01",0,0,"Unbelebt",0,"Fahrzeug",0,"Gross",1
"326","g","g3_w_26","Kondor","BVG","Belebt","Vogel","Gross","Kondor","BVG","g2_w_25","02_01",1,1,"Belebt",1,"Vogel",1,"Gross",1
"327","h","h1_w_27","Anakonda","BRG","Belebt","Reptil","Gross","Anakonda","BRG","h2_m_34","02_01",1,1,"Belebt",1,"Reptil",1,"Gross",1
"328","h","h3_m_30","Anakonda","BRG","Belebt","Reptil","Gross","Anakonda","BRG","h2_m_34","02_01",1,1,"Belebt",1,"Reptil",1,"Gross",1
"329","i","i1_w_30","Kirchenglocke","UIG","Unbelebt","Geraet","Gross","Buerodrucker","UGG","i2_w_24","02_01",0,0,"Unbelebt",1,"Instrument",0,"Gross",1
"330","i","i3_m_21","Kirchenglocke","UIG","Unbelebt","Geraet","Gross","Buerodrucker","UGG","i2_w_24","02_01",0,0,"Unbelebt",1,"Instrument",0,"Gross",1
"331","j","j1_w_21","SUV","UFG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","j2_w_20","02_01",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"332","j","j3_w_21","Industriebackofen","UGG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","j2_w_20","02_01",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"333","k","k1_w_22","Schildkroete","BRK","Unbelebt","Geraet","Gross","Wanduhr","UGG","k2_w_22","02_01",0,0,"Belebt",0,"Reptil",0,"Klein",0
"334","k","k3_w_25","Schildkroete","BRK","Unbelebt","Geraet","Gross","Wanduhr","UGG","k2_w_22","02_01",0,0,"Belebt",0,"Reptil",0,"Klein",0
"335","l","l1_w_20","Schildkroete","BRK","Belebt","Vogel","Gross","Kondor","BVG","l2_w_22","02_01",0,0,"Belebt",1,"Reptil",0,"Klein",0
"336","l","l3_w_21","Kuh","BSG","Belebt","Vogel","Gross","Kondor","BVG","l2_w_22","02_01",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"337","m","m1_w_18","SUV","UFG","Unbelebt","Geraet","Klein","Drucker","UGK","m2_w_19","02_01",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",0
"338","m","m3_w_18","Drucker","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","m2_w_19","02_01",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"339","a","a1_m_31","Armbanduhr","UGK","Belebt","Vogel","Klein","Dompfaff","BVK","a2_w_26","02_02",0,0,"Unbelebt",0,"Geraet",0,"Klein",1
"340","a","a3_m_22","Igel","BSK","Belebt","Vogel","Klein","Dompfaff","BVK","a2_w_26","02_02",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"341","b","b1_w_20","Buerodrucker","UGG","Unbelebt","Geraet","Gross","Buerodrucker","UGG","b2_m_27","02_02",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"342","b","b3_w_20","Buerodrucker","UGG","Unbelebt","Geraet","Gross","Buerodrucker","UGG","b2_m_27","02_02",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"343","c","c1_w_41","Aeffchen","BSK","Belebt","Vogel","Klein","Dompfaff","BVK","c2_w_20","02_02",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"344","c","c3_w_31","Spatz","BVK","Belebt","Vogel","Klein","Dompfaff","BVK","c2_w_20","02_02",0,1,"Belebt",1,"Vogel",1,"Klein",1
"345","d","d1_w_24","Elefant","BSG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","d2_w_32","02_02",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"346","d","d3_w_24","Schildkroete","BRK","Unbelebt","Geraet","Gross","Industriebackofen","UGG","d2_w_32","02_02",0,0,"Belebt",0,"Reptil",0,"Klein",0
"347","e","e1_w_24","Krokodil","BRG","Unbelebt","Fahrzeug","Gross","SUV","UFG","e2_w_25","02_02",0,0,"Belebt",0,"Reptil",0,"Gross",1
"348","e","e3_w_22","Baer","BSG","Unbelebt","Fahrzeug","Gross","SUV","UFG","e2_w_25","02_02",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"349","f","f1_w_20","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","f2_m_38","02_02",1,1,"Belebt",1,"Reptil",1,"Klein",1
"350","f","f3_w_24","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","f2_m_38","02_02",1,1,"Belebt",1,"Reptil",1,"Klein",1
"351","g","g1_w_27","Kondor","BVG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","g2_w_25","02_02",0,0,"Belebt",0,"Vogel",0,"Gross",1
"352","g","g3_w_26","SUV","UFG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","g2_w_25","02_02",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"353","h","h1_w_27","Drucker","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","h2_m_34","02_02",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"354","h","h3_m_30","Drucker","UGK","Unbelebt","Geraet","Klein","Drucker","UGK","h2_m_34","02_02",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"355","i","i1_w_30","Anakonda","BRG","Belebt","Reptil","Gross","Anakonda","BRG","i2_w_24","02_02",1,1,"Belebt",1,"Reptil",1,"Gross",1
"356","i","i3_m_21","Blindschleiche","BRK","Belebt","Reptil","Gross","Anakonda","BRG","i2_w_24","02_02",0,0,"Belebt",1,"Reptil",1,"Klein",0
"357","j","j1_w_21","Spatz","BVK","Belebt","Vogel","Klein","Spatz","BVK","j2_w_20","02_02",1,1,"Belebt",1,"Vogel",1,"Klein",1
"358","j","j3_w_21","Spatz","BVK","Belebt","Vogel","Klein","Spatz","BVK","j2_w_20","02_02",1,1,"Belebt",1,"Vogel",1,"Klein",1
"359","k","k1_w_22","Wanduhr","UGG","Unbelebt","Geraet","Klein","Armbanduhr","UGK","k2_w_22","02_02",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"360","k","k3_w_25","Wanduhr","UGG","Unbelebt","Geraet","Klein","Armbanduhr","UGK","k2_w_22","02_02",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"361","l","l1_w_20","Komodowaran","BRG","Unbelebt","Fahrzeug","Gross","SUV","UFG","l2_w_22","02_02",0,0,"Belebt",0,"Reptil",0,"Gross",1
"362","l","l3_w_21","Komodowaran","BRG","Unbelebt","Fahrzeug","Gross","SUV","UFG","l2_w_22","02_02",0,0,"Belebt",0,"Reptil",0,"Gross",1
"363","m","m1_w_18","Drucker","UGK","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","m2_w_19","02_02",0,0,"Unbelebt",1,"Geraet",0,"Klein",1
"364","m","m3_w_18","Industriebackofen","UGG","Unbelebt","Fahrzeug","Klein","Kleinflugzeug","UFK","m2_w_19","02_02",0,0,"Unbelebt",1,"Geraet",0,"Gross",0
"365","a","a1_m_31","Aeffchen","BSK","Belebt","Reptil","Klein","Gecko","BRK","a2_w_26","02_03",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"366","a","a3_m_22","Gecko","BRK","Belebt","Reptil","Klein","Gecko","BRK","a2_w_26","02_03",1,1,"Belebt",1,"Reptil",1,"Klein",1
"367","b","b1_w_20","Kondor","BVG","Belebt","Vogel","Gross","Kondor","BVG","b2_m_27","02_03",1,1,"Belebt",1,"Vogel",1,"Gross",1
"368","b","b3_w_20","Komodowaran","BRG","Belebt","Vogel","Gross","Kondor","BVG","b2_m_27","02_03",0,0,"Belebt",1,"Reptil",0,"Gross",1
"369","c","c1_w_41","Blindschleiche","BRK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","c2_w_20","02_03",0,0,"Belebt",0,"Reptil",0,"Klein",1
"370","c","c3_w_31","Blindschleiche","BRK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","c2_w_20","02_03",0,0,"Belebt",0,"Reptil",0,"Klein",1
"371","d","d1_w_24","Kaninchen","BSK","Belebt","Vogel","Klein","Dompfaff","BVK","d2_w_32","02_03",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"372","d","d3_w_24","Dompfaff","BVK","Belebt","Vogel","Klein","Dompfaff","BVK","d2_w_32","02_03",1,1,"Belebt",1,"Vogel",1,"Klein",1
"373","e","e1_w_24","Kleinflugzeug","UFK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","e2_w_25","02_03",0,0,"Unbelebt",1,"Fahrzeug",0,"Klein",1
"374","e","e3_w_22","Kaninchen","BSK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","e2_w_25","02_03",0,0,"Belebt",0,"Saeugetier",0,"Klein",1
"375","f","f1_w_20","Krokodil","BRG","Belebt","Reptil","Gross","Krokodil","BRG","f2_m_38","02_03",1,1,"Belebt",1,"Reptil",1,"Gross",1
"376","f","f3_w_24","Baer","BSG","Belebt","Reptil","Gross","Krokodil","BRG","f2_m_38","02_03",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"377","g","g1_w_27","Schildkroete","BRK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","g2_w_25","02_03",0,0,"Belebt",0,"Reptil",0,"Klein",0
"378","g","g3_w_26","Aeffchen","BSK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","g2_w_25","02_03",0,0,"Belebt",0,"Saeugetier",0,"Klein",0
"379","h","h1_w_27","Schildkroete","BRK","Belebt","Saeugetier","Gross","Kuh","BSG","h2_m_34","02_03",0,0,"Belebt",1,"Reptil",0,"Klein",0
"380","h","h3_m_30","Kuh","BSG","Belebt","Saeugetier","Gross","Kuh","BSG","h2_m_34","02_03",1,1,"Belebt",1,"Saeugetier",1,"Gross",1
"381","i","i1_w_30","Spatz","BVK","Belebt","Saeugetier","Klein","Aeffchen","BSK","i2_w_24","02_03",0,0,"Belebt",1,"Vogel",0,"Klein",1
"382","i","i3_m_21","Aeffchen","BSK","Belebt","Saeugetier","Klein","Aeffchen","BSK","i2_w_24","02_03",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"383","j","j1_w_21","Schildkroete","BRK","Belebt","Reptil","Klein","Schildkroete","BRK","j2_w_20","02_03",1,1,"Belebt",1,"Reptil",1,"Klein",1
"384","j","j3_w_21","Industriebackofen","UGG","Belebt","Reptil","Klein","Schildkroete","BRK","j2_w_20","02_03",0,0,"Unbelebt",0,"Geraet",0,"Gross",0
"385","k","k1_w_22","Dompfaff","BVK","Belebt","Vogel","Klein","Dompfaff","BVK","k2_w_22","02_03",1,1,"Belebt",1,"Vogel",1,"Klein",1
"386","k","k3_w_25","Dompfaff","BVK","Belebt","Vogel","Klein","Dompfaff","BVK","k2_w_22","02_03",1,1,"Belebt",1,"Vogel",1,"Klein",1
"387","l","l1_w_20","Wanduhr","UGG","Unbelebt","Geraet","Klein","Armbanduhr","UGK","l2_w_22","02_03",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"388","l","l3_w_21","Armbanduhr","UGK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","l2_w_22","02_03",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"389","m","m1_w_18","Industriebackofen","UGG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","m2_w_19","02_03",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"390","m","m3_w_18","SUV","UFG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","m2_w_19","02_03",0,0,"Unbelebt",1,"Fahrzeug",0,"Gross",1
"391","a","a1_m_31","Kirchenglocke","UIG","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","a2_w_26","02_04",0,0,"Unbelebt",1,"Instrument",0,"Gross",0
"392","a","a3_m_22","Backofen","UGK","Unbelebt","Fahrzeug","Klein","Kleiner Bagger","UFK","a2_w_26","02_04",0,0,"Unbelebt",1,"Geraet",0,"Klein",1
"393","b","b1_w_20","Industriebackofen","UGG","Unbelebt","Geraet","Klein","Backofen","UGK","b2_m_27","02_04",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"394","b","b3_w_20","Industriebackofen","UGG","Unbelebt","Geraet","Klein","Backofen","UGK","b2_m_27","02_04",0,0,"Unbelebt",1,"Geraet",1,"Gross",0
"395","c","c1_w_41","Kontrabass","UIG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","c2_w_20","02_04",0,1,"Unbelebt",1,"Instrument",1,"Gross",1
"396","c","c3_w_31","Kontrabass","UIG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","c2_w_20","02_04",0,1,"Unbelebt",1,"Instrument",1,"Gross",1
"397","d","d1_w_24","Schildkroete","BRK","Belebt","Saeugetier","Gross","Kuh","BSG","d2_w_32","02_04",0,0,"Belebt",1,"Reptil",0,"Klein",0
"398","d","d3_w_24","Kleinwagen","UFK","Belebt","Saeugetier","Gross","Kuh","BSG","d2_w_32","02_04",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",0
"399","e","e1_w_24","Blindschleiche","BRK","Unbelebt","Instrument","Gross","Bodentrommel","UIG","e2_w_25","02_04",0,0,"Belebt",0,"Reptil",0,"Klein",0
"400","e","e3_w_22","Kondor","BVG","Unbelebt","Instrument","Gross","Bodentrommel","UIG","e2_w_25","02_04",0,0,"Belebt",0,"Vogel",0,"Gross",1
"401","f","f1_w_20","Kirchenglocke","UIG","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","f2_m_38","02_04",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"402","f","f3_w_24","Kirchenglocke","UIG","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","f2_m_38","02_04",1,1,"Unbelebt",1,"Instrument",1,"Gross",1
"403","g","g1_w_27","Schildkroete","BRK","Unbelebt","Instrument","Klein","Violine ","UIK","g2_w_25","02_04",0,0,"Belebt",0,"Reptil",0,"Klein",1
"404","g","g3_w_26","Violine","UIK","Unbelebt","Instrument","Klein","Violine ","UIK","g2_w_25","02_04",0,1,"Unbelebt",1,"Instrument",1,"Klein",1
"405","h","h1_w_27","Wanduhr","UGG","Unbelebt","Geraet","Gross","Wanduhr","UGG","h2_m_34","02_04",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"406","h","h3_m_30","Wanduhr","UGG","Unbelebt","Geraet","Gross","Wanduhr","UGG","h2_m_34","02_04",1,1,"Unbelebt",1,"Geraet",1,"Gross",1
"407","i","i1_w_30","Blindschleiche","BRK","Belebt","Reptil","Klein","Blindschleiche","BRK","i2_w_24","02_04",1,1,"Belebt",1,"Reptil",1,"Klein",1
"408","i","i3_m_21","Kleinflugzeug","UFK","Belebt","Reptil","Klein","Blindschleiche","BRK","i2_w_24","02_04",0,0,"Unbelebt",0,"Fahrzeug",0,"Klein",1
"409","j","j1_w_21","Kleiner Bagger","UFK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","j2_w_20","02_04",0,0,"Unbelebt",1,"Fahrzeug",0,"Klein",0
"410","j","j3_w_21","Handtrommel","UIK","Unbelebt","Instrument","Gross","Kirchenglocke","UIG","j2_w_20","02_04",0,0,"Unbelebt",1,"Instrument",1,"Klein",0
"411","k","k1_w_22","Kaninchen","BSK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","k2_w_22","02_04",0,0,"Belebt",0,"Saeugetier",0,"Klein",1
"412","k","k3_w_25","Kaninchen","BSK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","k2_w_22","02_04",0,0,"Belebt",0,"Saeugetier",0,"Klein",1
"413","l","l1_w_20","Kaninchen","BSK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","l2_w_22","02_04",0,0,"Belebt",0,"Saeugetier",0,"Klein",1
"414","l","l3_w_21","Kaninchen","BSK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","l2_w_22","02_04",0,0,"Belebt",0,"Saeugetier",0,"Klein",1
"415","m","m1_w_18","Kondor","BVG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","m2_w_19","02_04",0,0,"Belebt",0,"Vogel",0,"Gross",1
"416","m","m3_w_18","Kuh","BSG","Unbelebt","Geraet","Gross","Industriebackofen","UGG","m2_w_19","02_04",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"417","a","a1_m_31","Wanduhr","UGG","Belebt","Saeugetier","Klein","Igel","BSK","a2_w_26","02_05",0,0,"Unbelebt",0,"Geraet",0,"Gross",0
"418","a","a3_m_22","Aeffchen","BSK","Belebt","Saeugetier","Klein","Igel","BSK","a2_w_26","02_05",0,1,"Belebt",1,"Saeugetier",1,"Klein",1
"419","b","b1_w_20","Igel","BSK","Belebt","Saeugetier","Klein","Igel","BSK","b2_m_27","02_05",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"420","b","b3_w_20","Aeffchen","BSK","Belebt","Saeugetier","Klein","Igel","BSK","b2_m_27","02_05",0,1,"Belebt",1,"Saeugetier",1,"Klein",1
"421","c","c1_w_41","Storch","BVG","Belebt","Vogel","Gross","Storch","BVG","c2_w_20","02_05",1,1,"Belebt",1,"Vogel",1,"Gross",1
"422","c","c3_w_31","Krokodil","BRG","Belebt","Vogel","Gross","Storch","BVG","c2_w_20","02_05",0,0,"Belebt",1,"Reptil",0,"Gross",1
"423","d","d1_w_24","Armbanduhr","UGK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","d2_w_32","02_05",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"424","d","d3_w_24","Armbanduhr","UGK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","d2_w_32","02_05",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"425","e","e1_w_24","Aeffchen","BSK","Belebt","Vogel","Klein","Spatz","BVK","e2_w_25","02_05",0,0,"Belebt",1,"Saeugetier",0,"Klein",1
"426","e","e3_w_22","Gecko","BRK","Belebt","Vogel","Klein","Spatz","BVK","e2_w_25","02_05",0,0,"Belebt",1,"Reptil",0,"Klein",1
"427","f","f1_w_20","Grosser Bagger","UFG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","f2_m_38","02_05",1,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"428","f","f3_w_24","Grosser Bagger","UFG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","f2_m_38","02_05",1,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"429","g","g1_w_27","Baer","BSG","Unbelebt","Fahrzeug","Gross","SUV","UFG","g2_w_25","02_05",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"430","g","g3_w_26","Jumbojet","UFG","Unbelebt","Fahrzeug","Gross","SUV","UFG","g2_w_25","02_05",0,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"431","h","h1_w_27","Kondor","BVG","Belebt","Vogel","Gross","Storch","BVG","h2_m_34","02_05",0,1,"Belebt",1,"Vogel",1,"Gross",1
"432","h","h3_m_30","Igel","BSK","Belebt","Vogel","Gross","Storch","BVG","h2_m_34","02_05",0,0,"Belebt",1,"Saeugetier",0,"Klein",0
"433","i","i1_w_30","Storch","BVG","Belebt","Vogel","Gross","Storch","BVG","i2_w_24","02_05",1,1,"Belebt",1,"Vogel",1,"Gross",1
"434","i","i3_m_21","Spatz","BVK","Belebt","Vogel","Gross","Storch","BVG","i2_w_24","02_05",0,0,"Belebt",1,"Vogel",1,"Klein",0
"435","j","j1_w_21","Kondor","BVG","Belebt","Reptil","Gross","Komodowaran","BRG","j2_w_20","02_05",0,0,"Belebt",1,"Vogel",0,"Gross",1
"436","j","j3_w_21","Komodowaran","BRG","Belebt","Reptil","Gross","Komodowaran","BRG","j2_w_20","02_05",1,1,"Belebt",1,"Reptil",1,"Gross",1
"437","k","k1_w_22","Schildkroete","BRK","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","k2_w_22","02_05",0,0,"Belebt",0,"Reptil",0,"Klein",1
"438","k","k3_w_25","Elefant","BSG","Unbelebt","Fahrzeug","Klein","Kleinwagen","UFK","k2_w_22","02_05",0,0,"Belebt",0,"Saeugetier",0,"Gross",0
"439","l","l1_w_20","Anakonda","BRG","Belebt","Reptil","Gross","Anakonda","BRG","l2_w_22","02_05",1,1,"Belebt",1,"Reptil",1,"Gross",1
"440","l","l3_w_21","Anakonda","BRG","Belebt","Reptil","Gross","Anakonda","BRG","l2_w_22","02_05",1,1,"Belebt",1,"Reptil",1,"Gross",1
"441","m","m1_w_18","Blindschleiche","BRK","Belebt","Reptil","Gross","Krokodil","BRG","m2_w_19","02_05",0,0,"Belebt",1,"Reptil",1,"Klein",0
"442","m","m3_w_18","Komodowaran","BRG","Belebt","Reptil","Gross","Krokodil","BRG","m2_w_19","02_05",0,1,"Belebt",1,"Reptil",1,"Gross",1
"443","a","a1_m_31","Blaumeise","BVK","Belebt","Vogel","Gross","Kondor","BVG","a2_w_26","02_06",0,0,"Belebt",1,"Vogel",1,"Klein",0
"444","a","a3_m_22","Industriebackofen","UGG","Belebt","Vogel","Gross","Kondor","BVG","a2_w_26","02_06",0,0,"Unbelebt",0,"Geraet",0,"Gross",1
"445","b","b1_w_20","Backofen","UGK","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","b2_m_27","02_06",0,0,"Unbelebt",1,"Geraet",0,"Klein",0
"446","b","b3_w_20","Grosser Bagger","UFG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","b2_m_27","02_06",1,1,"Unbelebt",1,"Fahrzeug",1,"Gross",1
"447","c","c1_w_41","Blindschleiche","BRK","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","c2_w_20","02_06",0,0,"Belebt",0,"Reptil",0,"Klein",0
"448","c","c3_w_31","Blindschleiche","BRK","Unbelebt","Fahrzeug","Gross","Jumbojet","UFG","c2_w_20","02_06",0,0,"Belebt",0,"Reptil",0,"Klein",0
"449","d","d1_w_24","Industriebackofen","UGG","Unbelebt","Instrument","Gross","Kontrabass","UIG","d2_w_32","02_06",0,0,"Unbelebt",1,"Geraet",0,"Gross",1
"450","d","d3_w_24","Kuh","BSG","Unbelebt","Instrument","Gross","Kontrabass","UIG","d2_w_32","02_06",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"451","e","e1_w_24","Gloeckchen","UIK","Belebt","Vogel","Gross","Kondor","BVG","e2_w_25","02_06",0,0,"Unbelebt",0,"Instrument",0,"Klein",0
"452","e","e3_w_22","Wanduhr","UGG","Belebt","Vogel","Gross","Kondor","BVG","e2_w_25","02_06",0,0,"Unbelebt",0,"Geraet",0,"Gross",1
"453","f","f1_w_20","Gloeckchen","UIK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","f2_m_38","02_06",1,1,"Unbelebt",1,"Instrument",1,"Klein",1
"454","f","f3_w_24","Igel","BSK","Unbelebt","Instrument","Klein","Gloeckchen","UIK","f2_m_38","02_06",0,0,"Belebt",0,"Saeugetier",0,"Klein",1
"455","g","g1_w_27","Wanduhr","UGG","Belebt","Reptil","Gross","Komodowaran","BRG","g2_w_25","02_06",0,0,"Unbelebt",0,"Geraet",0,"Gross",1
"456","g","g3_w_26","Baer","BSG","Belebt","Reptil","Gross","Komodowaran","BRG","g2_w_25","02_06",0,0,"Belebt",1,"Saeugetier",0,"Gross",1
"457","h","h1_w_27","Dompfaff","BVK","Belebt","Saeugetier","Klein","Igel","BSK","h2_m_34","02_06",0,0,"Belebt",1,"Vogel",0,"Klein",1
"458","h","h3_m_30","Dompfaff","BVK","Belebt","Saeugetier","Klein","Igel","BSK","h2_m_34","02_06",0,0,"Belebt",1,"Vogel",0,"Klein",1
"459","i","i1_w_30","Elefant","BSG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","i2_w_24","02_06",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"460","i","i3_m_21","Baer","BSG","Unbelebt","Fahrzeug","Gross","Grosser Bagger","UFG","i2_w_24","02_06",0,0,"Belebt",0,"Saeugetier",0,"Gross",1
"461","j","j1_w_21","Armbanduhr","UGK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","j2_w_20","02_06",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"462","j","j3_w_21","Armbanduhr","UGK","Unbelebt","Geraet","Klein","Armbanduhr","UGK","j2_w_20","02_06",1,1,"Unbelebt",1,"Geraet",1,"Klein",1
"463","k","k1_w_22","Kaninchen","BSK","Belebt","Saeugetier","Klein","Kaninchen","BSK","k2_w_22","02_06",1,1,"Belebt",1,"Saeugetier",1,"Klein",1
"464","k","k3_w_25","Dompfaff","BVK","Belebt","Saeugetier","Klein","Kaninchen","BSK","k2_w_22","02_06",0,0,"Belebt",1,"Vogel",0,"Klein",1
